sender,receiver,edge_type
nmonticheli19,@LautaroMirantes,mention
drloriandersen,@nextgenstoryli1,mention
MCOE_Now,@pk12innovation,mention
MCOE_Now,@WilliamFranzell,mention
MCOE_Now,@mcbirdnerd,mention
MCOE_Now,@MontereyAq,mention
educatordeb,@philiplbell,mention
educatordeb,@STEMequality,mention
educatordeb,@STEMTeachTools,mention
educatordeb,@UWCollegeOfEd,mention
educatordeb,@AcesseProject,mention
educatordeb,@CSSSupervisors,mention
educatordeb,@inquiry_hub,mention
educatordeb,@meganbang3,mention
educatordeb,@GinaTeso,mention
educatordeb,@educatorde,mention
waiting90days,@NESTA_US,mention
WilliamFranzell,@pk12innovation,mention
WilliamFranzell,@WilliamFranzell,mention
WilliamFranzell,@mcbirdnerd,mention
WilliamFranzell,@MontereyAq,mention
p12innovation,@WilliamFranzell,mention
p12innovation,@mcbirdnerd,mention
p12innovation,@MontereyAq,mention
p12innovation,@CCSESA,mention
p12innovation,@MCOE_Now,mention
frizzlerichard,@STEMTeachTools,mention
frizzlerichard,@miss_schilling_,mention
frizzlerichard,@NGSS_tweeps,mention
wewright1234,@drloriandersen,mention
wewright1234,@OpenSciEd,mention
map10323,@STEMTeachTools,mention
LaceyEckels,@JCPSScience,mention
miss_schilling_,@NGSS_tweeps,mention
canaleteach,@SeamusDoran1,mention
JenniferFine5,@EdReports,mention
EFabieRT,@fabiebackribs,mention
EFabieRT,@NGSS_tweeps,mention
hhereau,@lyndaeagle98,mention
hhereau,@hhereau,mention
hhereau,@NGSS_tweeps,mention
jeansciqueen,@NGSS_tweeps,mention
jeansciqueen,@Steph4Science,mention
santana6thgrade,@STEMTeachTools,mention
STEMkins9484,@NGSS_tweeps,mention
profesorajennyk,@ASBschool,mention
profesorajennyk,@paulandersen,mention
SChoompooin,@BTSdailyinfo,mention
SChoompooin,@BTS_twt,mention
Sajubare,@maritzaziller,mention
Sajubare,@Carabdechile,mention
Ryan_Milani,@FHSEdFoundation,mention
digitaltidepool,@richbacolor,mention
digitaltidepool,@NGSS_tweeps,mention
digitaltidepool,@ngsnavigators,mention
digitaltidepool,@KRScienceLady,mention
digitaltidepool,@NGSSchat,mention
digitaltidepool,@3DplanJeanane,mention
digitaltidepool,@teachplaybook,mention
digitaltidepool,@JMNorrisISP,mention
GlenHavenEagles,@GHES_Principal,mention
GlenHavenEagles,@GlenHav,mention
SBCo_Supt_Ted,@SBCSS,mention
UCDavisCCS,@CSBA_Now,mention
UCDavisCCS,@OfficialNGSS,mention
BarbValle,@ISBEnews,mention
sleuthacademy,@OpenSciEd,mention
lewis1jj,@ACSA_info,mention
joe4rialtousd,@ACSA_info,mention
bureauofed,@mancusoscience,mention
CADREK12,@NGSS_tweeps,mention
BornscheinBunch,@MysterySci,mention
richbacolor,@menloinnovation,mention
drvictorsampson,@NGSS_tweeps,mention
drvictorsampson,@ArgumentDriven,mention
rgyaden,@NGSS_tweeps,mention
Franchiscomoura,@Vip_Faridaa,mention
MsVanhala,@richbacolor,mention
afcfrankk,@LondonsRedFb,mention
JeffcoScience,@NGSS_tweeps,mention
ACHOSinfo,@mancusoscience,mention
phenomonica,@richbacolor,mention
HatchPHHS,@RosedaleBCPS,mention
HatchPHHS,@BCPSSci,mention
HatchPHHS,@pmartinRosedale,mention
HatchPHHS,@SusanTrue,mention
richbacolor,@OpenSciEd,mention
richbacolor,@gretchenmilary,mention
IramFat39802946,@bindaaskudi,mention
MrRodGarcia,@ShelleySTEM,mention
GUSDSPEDSTUDSER,@ShelleySTEM,mention
MrsGreenGifted,@MysterySci,mention
fridaynight221,@HareBareAreKore,mention
NGSS_tweeps,@Curt_Witthoff,mention
NGSS_tweeps,@LGates_science,mention
OstingMs,@MysterySci,mention
CErSE_US,@NatGeoEducation,mention
Freetalkaccount,@aruto250,mention
MauriceHawkWWP,@MauriceHawkWWP,mention
MauriceHawkWWP,@RMStec66,mention
boldbiology,@NGSS_tweeps,mention
we_are_vaei,@MissMoeTeaches,mention
we_are_vaei,@Flipgrid,mention
we_are_vaei,@MissMoeTeaches,mention
fast_science,@NSTA,mention
ShillingAimee,@NSTA,mention
NSTA,@NSTA,mention
Hotmatsutaro,@alfredgalvez,mention
JenniferFine5,@NSTA,mention
Btsvotingandst2,@btsvote_crew,mention
Btsvotingandst2,@BTS_twt,mention
Curt_Witthoff,@NGSS_tweeps,mention
Curt_Witthoff,@LGates_science,mention
mcbride_edutech,@NGSS_tweeps,mention
SamyTi7,@Zayfus,mention
Stacie_Ferrara,@NGSSphenomena,mention
map10323,@JMulhernBiology,mention
m_schoeneberger,@ngsnavigators,mention
jeansciqueen,@NGSS_tweeps,mention
SusieMutschler1,@ConcordiaSH,mention
ACHOSinfo,@drvictorsampson,mention
ACHOSinfo,@NGSS_tweeps,mention
hhereau,@ngsnavigators,mention
hhereau,@SciEdSpence,mention
hhereau,@OpenSciEd,mention
ECEforLife,@IntEarlyEd,mention
martin4science,@NGSS_tweeps,mention
badluckzee,@KaseyPadilla_,mention
CajonValleyUSD,@ConnollykCVUSD,mention
OpenSciEd,@NGSS_tweeps,mention
OpenSciEd,@OpenSciEd,mention
Sheila_RO1,@mabarn,mention
Sheila_RO1,@tdav8,mention
Sheila_RO1,@HawkHammer53,mention
Sheila_RO1,@romankindness,mention
MrsEatonELL,@northcentralcol,mention
MrsEatonELL,@Padlet,mention
MrsEatonELL,@CowlishawKoalas,mention
jsb16,@NGSS_tweeps,mention
elena2teach,@ycjusdes,mention
elena2teach,@YucaipaHigh,mention
ellabowling,@NGSS_tweeps,mention
rachelteachkc,@NGSS_tweeps,mention
cherri_luna,@NGSS_tweeps,mention
ArgumentDriven,@drvictorsampson,mention
ArgumentDriven,@NGSS_tweeps,mention
drvictorsampson,@NGSS_tweeps,mention
drvictorsampson,@ArgumentDriven,mention
MissMoeTeaches,@MysterySci,mention
MissMoeTeaches,@dougpeltz,mention
MissMoeTeaches,@Flipgrid,mention
JoyStarks,@NSTA,mention
wewright1234,@SciEdSpence,mention
wewright1234,@OpenSciEd,mention
ChemEd2023,@tkatovich,mention
DaskalosDouglas,@mheinema1,mention
DaskalosDouglas,@DaskalosDouglas,mention
Xeno_lith,@NGSS_tweeps,mention
Bridget88729028,@CoachSmith2130,mention
SameerUno,@amydownsamy,mention
B_Berns,@Blossom8177,mention
B_Berns,@JoChemSEP,mention
AllisonMcPherr1,@JordanMenning,mention
JordanMenning,@TracyJarrett9,mention
HeatherARich,@NGSS_tweeps,mention
a2_math,@NGSS_tweeps,mention
STEM_JimVUSD,@NGSS_tweeps,mention
JaguarsInTheGym,@NGSS_tweeps,mention
jengutierrez18,@NSTA,mention
RowlandSchools,@Fernandez_Jess_,mention
RowlandSchools,@shelynsharks,mention
RowlandSchools,@Ro,mention
JDbeachteach,@kimhoffmanteach,mention
JDbeachteach,@digterri,mention
JDbeachteach,@AntrimSchool,mention
JDbeachteach,@ptbeachsuper,mention
edtechsandbox,@mheinema1,mention
edtechsandbox,@DaskalosDouglas,mention
DavidENorman,@NGSS_tweeps,mention
warrenmedia,@EduStaton,mention
Xavierscience,@nextgenstoryli1,mention
Xavierscience,@ImpactSciEd,mention
caeckl1,@NGSS_tweeps,mention
ACHOSinfo,@sbottasullivan,mention
ACHOSinfo,@NGSS_tweeps,mention
ITOFoundation,@NSTA,mention
drloriandersen,@Openscied,mention
HarveyAtFollett,@Lifeliqe,mention
HarveyAtFollett,@FollettLearning,mention
Stacie_Ferrara,@drloriandersen,mention
SustInqLearning,@NGSS_tweeps,mention
the_fish_nerd,@NGSS_tweeps,mention
Fernandez_Jess_,@shelynsharks,mention
Fernandez_Jess_,@RowlandSchools,mention
Fernandez_Jess_,@NGSS,mention
mheinema1,@DaskalosDouglas,mention
PrakashLab,@amydownsamy,mention
WilliamFranzell,@STEMTeachTools,mention
NGSS_tweeps,@KirkmanDMPS,mention
eufenemi,@drloriandersen,mention
ACHOSinfo,@NGSS_tweeps,mention
ACHOSinfo,@DenverMuseumNS,mention
ACHOSinfo,@NGSS_tweeps,mention
ACHOSinfo,@OpenSciEd,mention
JessicaATP,@NGSS_tweeps,mention
sagreen0704,@MysterySci,mention
SEMSEagles,@wadein2science,mention
SEMSEagles,@SEMSEagles,mention
SEMSEagles,@OpenSciEd,mention
OutdoorLabFound,@JeffcoLab,mention
wadein2science,@SEMSEagles,mention
wadein2science,@OpenSciEd,mention
fatin11543913,@NGSS_tweeps,mention
ctryfan28,@MysterySci,mention
NGSS_tweeps,@DenverMuseumNS,mention
isaacjwells,@bloomberg_paul,mention
drloriandersen,@AchieveInc,mention
drloriandersen,@OfficialNGSS,mention
bethcameron61,@EduStaton,mention
HumphriesJaney,@Xavierscience,mention
1stDistrictPTA,@CaliforniaPTA,mention
NGSS_tweeps,@OpenSciEd,mention
Misabela6221,@NGSS_tweeps,mention
Misabela6221,@saucedoscience,mention
pja3kids,@BNEmeryville,mention
JeffcoScience,@JeffcoLab,mention
VistaNGSS,@NGSS_tweeps,mention
phaneritic,@NGSS_tweeps,mention
principalkathyj,@ycjusdes,mention
principalkathyj,@YucaipaHigh,mention
ycjusdes,@YucaipaHigh,mention
ycjusdes,@calibinks1,mention
KRScienceLady,@TedWillard2061,mention
USCrystalComp,@ThisBikerReads,mention
USCrystalComp,@288Eagles,mention
USCrystalComp,@USCrystalComp,mention
kpierson109,@NGSS_tweeps,mention
PrincipalTinisa,@NGSS_tweeps,mention
MrsGielarowski,@NGSS_tweeps,mention
sbottasullivan,@ngsnavigators,mention
sbottasullivan,@ngsnavigators,mention
sbottasullivan,@wandabryant,mention
JasonKirchmer,@hhereau,mention
JasonKirchmer,@usd259,mention
johnmizell3,@TedWillard2061,mention
taraborowicz,@amydownsamy,mention
jujubearrr20,@melaninglowpop,mention
cates_julie,@amydownsamy,mention
DevinRossiter,@amydownsamy,mention
ngsnavigators,@wandabryant,mention
rachaellehr,@drloriandersen,mention
amydownsamy,@Newsela,mention
amydownsamy,@eduprotocols,mention
amydownsamy,@TeamFoldscope,mention
SciEdSpence,@EdReports,mention
SciEdSpence,@OpenSciEd,mention
SciEdSpence,@BSCSorg,mention
SciEdSpence,@inquiry_hub,mention
SciEdSpence,@nextgenstoryli1,mention
Arubin98,@NGSS_tweeps,mention
jtomlin2,@NGSS_tweeps,mention
jtomlin2,@ngsnavigators,mention
sbottasullivan,@NGSS_tweeps,mention
sbottasullivan,@ngsnavigators,mention
katiegray42,@NGSS_tweeps,mention
mrsa_sci,@NGSS_tweeps,mention
TeachInChucks,@vistamagnet,mention
CErSE_US,@NGSS_tweeps,mention
DavidENorman,@HetlandScience,mention
DavidENorman,@NGSS_tweeps,mention
DavidENorman,@HetlandScience,mention
DavidENorman,@NGSS_tweeps,mention
ToreyExplorey,@NGSS_tweeps,mention
ngsnavigators,@NGSS_tweeps,mention
arrussenholt,@NGSSphenomena,mention
teacherkristi77,@NGSS_tweeps,mention
ThisBikerReads,@288Eagles,mention
ThisBikerReads,@USCrystalComp,mention
ThisBikerReads,@NYCSchools,mention
ThisBikerReads,@UFT,mention
ThisBikerReads,@DOEChancellor,mention
McKenzieSciGr5,@NGSS_tweeps,mention
AnyaCovarrubias,@NGSS_tweeps,mention
richbacolor,@NGSS_tweeps,mention
tspraul,@JamazingTeachin,mention
AmandaSalak,@NGSS_tweeps,mention
jamie_viveros,@NGSS_tweeps,mention
rjfrohn,@NGSS_tweeps,mention
chemcat1,@biologygoddess,mention
KStewartKHS,@NGSSphenomena,mention
foley_amy,@JamazingTeachin,mention
KatyDornbos,@NGSSphenomena,mention
MichaelMerati,@MilestoneC_STEM,mention
Welling55781412,@oficial_pretta,mention
LINDASANCHINI,@MysterySci,mention
bionerd3,@NGSSphenomena,mention
jcorippo,@TLCNinja,mention
jcorippo,@4SissieLola,mention
Nifctc,@MysterySci,mention
NGSS_tweeps,@ngsnavigators,mention
KRScienceLady,@ngsnavigators,mention
KANAmightdie,@s8n,mention
phenomonica,@NGSS_tweeps,mention
DebbieSciTech,@NGSS_tweeps,mention
DebbieSciTech,@NOAA,mention
DebbieSciTech,@NGSS_tweeps,mention
DebbieSciTech,@NSTA,mention
DebbieSciTech,@WGBH_edu,mention
DebbieSciTech,@NGSS_tweeps,mention
DebbieSciTech,@WGBH_edu,mention
Parkyn_lot_Pimp,@Prynce_Charmin,mention
Parkyn_lot_Pimp,@tariqnasheed,mention
EdumatchPN,@TLCNinja,mention
EdumatchPN,@4SissieLola,mention
the_fish_nerd,@NGSS_tweeps,mention
StephM808,@MysterySci,mention
the_fish_nerd,@LGates_science,mention
the_fish_nerd,@NGSS_tweeps,mention
curiointeract,@CTScience,mention
coteducation,@drloriandersen,mention
coteducation,@OpenSciEd,mention
peadams11,@sched,mention
tayntontech,@MilestoneC_STEM,mention
drloriandersen,@OpenSciEd,mention
sirajan59613019,@LisaLista73,mention
sirajan59613019,@MrLindsey_NGSS,mention
sirajan59613019,@Woo,mention
Filibuster3,@sportillo1357,mention
Filibuster3,@MrLindsey_NGSS,mention
JamazingTeachin,@ngss_tweeps,mention
StaceySnyder,@iowaphenomena,mention
StaceySnyder,@iowaphenomena,mention
StaceySnyder,@IowaPBS,mention
DelaneyELDiana,@ngsnavigators,mention
becinthelibrary,@ECEforLife,mention
becinthelibrary,@shardeabrown,mention
becinthelibrary,@BCIS,mention
jc_james_clark,@RobZook1,mention
RobZook1,@kispride,mention
RobZook1,@marslenderj,mention
MrLindsey_NGSS,@sportillo1357,mention
MrLindsey_NGSS,@MrLindsey_NGSS,mention
cjcochrane21,@LGates_science,mention
cjcochrane21,@NGSS_tweeps,mention
bbam12,@KSeriesAD,mention
biologygoddess,@keeps3,mention
sportillo1357,@MrLindsey_NGSS,mention
sportillo1357,@WoodcrestJHS,mention
sportillo1357,@IACUE,mention
keeps3,@BiteScis,mention
keeps3,@AAPTHQ,mention
JenHeilman,@nkeigher202,mention
LGates_science,@NGSS_tweeps,mention
LGates_science,@CANGSS,mention
sbottasullivan,@NGSS_tweeps,mention
sbottasullivan,@NGSSchat,mention
sbottasullivan,@CTScience,mention
sbottasullivan,@ainissaramirez,mention
TLCNinja,@4SissieLola,mention
TLCNinja,@coffeenancy,mention
TLCNinja,@nowatechie,mention
TLCNinja,@edumatchpn,mention
teachearthspace,@MiaLeanne1,mention
teachearthspace,@RightQuestion,mention
teachearthspace,@wandabryant,mention
teachearthspace,@TdiShelton,mention
teachearthspace,@NGSSphenomena,mention
teachearthspace,@NGSS_tweeps,mention
BridgetA007,@MsMunnESL,mention
LJSD_EdServices,@LowellJoint,mention
MrLindsey_NGSS,@LisaLista73,mention
MrLindsey_NGSS,@MrLindsey_NGSS,mention
MrLindsey_NGSS,@Woo,mention
VogelWendi,@EHauck_TUSD_Sci,mention
LisaLista73,@MrLindsey_NGSS,mention
LisaLista73,@WoodcrestJHS,mention
LisaLista73,@PlayCraftLearn,mention
LisaLista73,@jones_don,mention
LisaLista73,@MicrosoftEDU,mention
astrojthe3,@BiteScis,mention
astrojthe3,@AAPTHQ,mention
MrsEatonELL,@TeachNgineering,mention
MrsEatonELL,@BookCreatorApp,mention
MrsEatonELL,@mike_kennedy74,mention
MrsEatonELL,@CowlishawKoalas,mention
astrobites,@BiteScis,mention
astrobites,@AAPTHQ,mention
BiteScis,@AAPTHQ,mention
kat_goyette,@amydownsamy,mention
IACUE,@MrLindsey_NGSS,mention
IACUE,@sportillo1357,mention
IACUE,@AMilversted,mention
IACUE,@halein7th,mention
IACUE,@MrLindsey_NGSS,mention
MrsWatkinsSTEM,@NGSS_tweeps,mention
Q7W7nScjzEEoQP9,@Q7W7nScjzEEoQP9,mention
Q7W7nScjzEEoQP9,@AkihiroHino,mention
iowaphenomena,@IowaPBS,mention
KRScienceLady,@JamazingTeachin,mention
KRScienceLady,@NGSS_tw,mention
tbrennan59,@ngsnavigators,mention
safarnum,@NGSS_tweeps,mention
SameerUno,@amydownsamy,mention
Xeno_lith,@ngsnavigators,mention
calibinks1,@principalkathyj,mention
maria_zuber,@NGSS_tweeps,mention
maria_zuber,@WGBH_edu,mention
Karlycar,@chelitabombom,mention
digitaltidepool,@OfficialNGSS,mention
jaden_walter,@allydunlay,mention
biologygoddess,@LabXchange,mention
ecologyproject,@NatlMarineEd,mention
ecologyproject,@ecologyproject,mention
Science_Rocks1,@NGSS_tweeps,mention
SVCUE,@EBCUE,mention
SVCUE,@mdhero,mention
mdhero,@EBCUE,mention
mdhero,@mdhero,mention
cueinc,@cates_julie,mention
cueinc,@kpoloka,mention
cueinc,@ReyRivSci,mention
reeeees__,@nostalgiaonfilm,mention
MrsJudyNguyen,@MrLindsey_NGSS,mention
MrsJudyNguyen,@MrLindsey_NGSS,mention
MrsJudyNguyen,@IACUE,mention
cates_julie,@amydownsamy,mention
MrLindsey_NGSS,@IACUE,mention
MrLindsey_NGSS,@Minecraft,mention
MrLindsey_NGSS,@MrLindsey_NGSS,mention
cates_julie,@kpoloka,mention
cates_julie,@ReyRivSci,mention
IACUE,@Minecraft,mention
IACUE,@MrLindsey_NGSS,mention
PrakashLab,@amydownsamy,mention
JChodos,@NGSS_tweeps,mention
gbheducation,@NGSS_tweeps,mention
GUHSD_Science,@nkeigher202,mention
Social_Cindy,@CitSciMonth,mention
Social_Cindy,@inaturalist,mention
sportillo1357,@AMilversted,mention
sportillo1357,@halein7th,mention
sportillo1357,@MrLindsey_NGSS,mention
sportillo1357,@TracyMFreed,mention
sportillo1357,@ChinoEdTech,mention
DrCherylChamp,@DrTCallahan,mention
DrCherylChamp,@ionacollege,mention
sleuthacademy,@CitSciMonth,mention
sleuthacademy,@inaturalist,mention
lisa_reece,@ecologyproject,mention
TeamFoldscope,@amydownsamy,mention
suhvixen,@librajunyoung,mention
KathleenSkeals,@NGSS_tweeps,mention
KathleenSkeals,@NOAA,mention
BTopink,@MillstoneElemen,mention
BTopink,@MillstoneElemen,mention
jcorippo,@amydownsamy,mention
amydownsamy,@TeamFoldscope,mention
DrDSteele_PhD,@NGSS_tweeps,mention
AltaLomaSD,@AltaLomaJH,mention
c_thomsen,@NGSS_tweeps,mention
c_thomsen,@NGSS_tweeps,mention
nevadascience,@OfficialNGSS,mention
gogogift,@WinniverseTH,mention
susannakpotter,@cb17645,mention
susannakpotter,@BMSscienceteach,mention
susannakpotter,@dmdipietro,mention
susannakpotter,@Dora_Kastel,mention
susannakpotter,@JMNorrisISP,mention
susannakpotter,@BK3DSci,mention
susannakpotter,@foley_ip,mention
susannakpotter,@sciencewithtoby,mention
susannakpotter,@NGSS_tweeps,mention
susannakpotter,@ngssSfocus,mention
susannakpotter,@ngsnavigators,mention
susannakpotter,@NellBielecki,mention
jeansciqueen,@NGSS_tweeps,mention
jeansciqueen,@MeridenK12,mention
jeansciqueen,@KristaVermeal,mention
jeansciqueen,@ahutch311,mention
jeansciqueen,@mjnowlin41,mention
dmdipietro,@NellBielecki,mention
dmdipietro,@cb17645,mention
dmdipietro,@BMSscienceteach,mention
dmdipietro,@Dora_Kastel,mention
dmdipietro,@JMNorrisISP,mention
dmdipietro,@BK3DSci,mention
dmdipietro,@foley_ip,mention
dmdipietro,@sciencewithtoby,mention
dmdipietro,@NGSS_tweeps,mention
dmdipietro,@ngssSfocus,mention
dmdipietro,@ngsnavigators,mention
dmdipietro,@susannakpotter,mention
daleyscience,@BK3DSci,mention
TerriBradshaw18,@InstructUP,mention
TickledLearner,@NGSS_tweeps,mention
GlobalKdsl,@cgabler,mention
MsDelacruzD,@CrestCoyotes,mention
MsDelacruzD,@CajonValleyUSD,mention
dawno_connor,@flabellinaJG,mention
MrRock26,@CTSKeeley,mention
Xeno_lith,@ngsnavigators,mention
jengutierrez18,@ngsnavigators,mention
GetzfredBetty,@NDE_TLA,mention
GetzfredBetty,@NDE_Science,mention
GetzfredBetty,@sci_sara,mention
Steph4Science,@CTSKeeley,mention
jengutierrez18,@CTSKeeley,mention
nevadascience,@NGSS_tweeps,mention
RAazzerah,@CTSKeeley,mention
KimberlyFluet,@NGSS_tweeps,mention
KimberlyFluet,@NGSS_tweeps,mention
KimberlyFluet,@NASA,mention
BaronDana,@LitCoachDarlene,mention
shine_enozi,@flying_petals,mention
ReneeCostarella,@nkeigher202,mention
AmandaE_Sci,@cougarslibrary,mention
AmandaE_Sci,@BCPSSci,mention
AmandaE_Sci,@CatonsvilleMS,mention
3DplanJeanane,@nkeigher202,mention
mrsenright,@CTSKeeley,mention
AltaLomaJH,@acarter_edu,mention
AltaLomaJH,@AltaLomaSD,mention
AltaLomaJH,@ALSD_Super_Jim,mention
TMichocki,@NGSS_tweeps,mention
DrDSteele_PhD,@NGSS_tweeps,mention
WilliamFranzell,@WestEd,mention
ANikolaTech,@SammonSTEAM,mention
ANikolaTech,@FishkillFrogs,mention
ANikolaTech,@JessicaTurnerNY,mention
ANikolaTech,@ASchou,mention
alhambrausd,@UCLAScienceProj,mention
alhambrausd,@alhambrausd,mention
SarahGrahamPCSD,@CTSKeeley,mention
BSCSorg,@wadein2science,mention
BSCSorg,@openscied,mention
ycjusdes,@principalkathyj,mention
SammonSTEAM,@FishkillFrogs,mention
SammonSTEAM,@JessicaTurnerNY,mention
SammonSTEAM,@ASchout10,mention
SammonSTEAM,@ANikolaTech,mention
SammonSTEAM,@KoehlerTara,mention
SammonSTEAM,@wcsdtechdr,mention
SammonSTEAM,@Wells4EdTech,mention
SammonSTEAM,@WCSDEmpowers,mention
phenomonica,@CTSKeeley,mention
MsLorisStory,@nkeigher202,mention
SEMSEagles,@wadein2science,mention
SEMSEagles,@openscied,mention
Teto59316925,@Otayfff8,mention
oliviajune82,@KRScienceLady,mention
WestEd,@K12Alliance,mention
WestEd,@EarlyImplement,mention
wadein2science,@openscied,mention
wadein2science,@OpenSciEd,mention
wadein2science,@sanmarcosusd,mention
dmarkey4,@Steph4Science,mention
dmarkey4,@SEPUP_UCB,mention
FPSmathscience,@AcademySteam,mention
SequoiaEL,@EBCUE,mention
SequoiaEL,@mdhero,mention
gbheducation,@NGSS_tweeps,mention
gbheducation,@RuffRuffmanPBS,mention
gbheducation,@NGSS_tweeps,mention
ricard_mona,@EBCUE,mention
ricard_mona,@mdhero,mention
tecarp,@NGSS_tweeps,mention
tecarp,@novapbs,mention
sciresSoehl,@ashley_green2,mention
sciresSoehl,@OfficialNGSS,mention
CErSE_US,@NGSS_tweeps,mention
AmandaDeBellNM,@APS_TLN,mention
oceansofdata,@chaddorsey,mention
ITOFoundation,@TenStrands,mention
ITOFoundation,@EcoWarriorOrg,mention
UCLAScienceProj,@alhambrausd,mention
UCLAScienceProj,@uclacenterx,mention
UCLAScienceProj,@cascience,mention
KRScienceLady,@CTSKeeley,mention
LianSomerhalder,@NESTA_US,mention
LianSomerhalder,@UNAVCO,mention
lulu_cario,@Heroicyoshi1,mention
lex1science,@CTSKeeley,mention
DonnaLG4,@MysterySci,mention
kjmccror,@InstructUP,mention
fisheye_view,@Irishgeek1268,mention
fisheye_view,@ms40237,mention
fisheye_view,@ndrew_lawrence,mention
NationalPTA,@CaliforniaPTA,mention
Venice_LAUSD,@marquez_charter,mention
LASchoolsWest,@marquez_charter,mention
somnathspeaks,@vivekagnihotri,mention
GipperichBill,@sciencewithtoby,mention
SciMathMN,@STEMTeachTools,mention
TechEdARR,@NESTA_US,mention
TechEdARR,@NGSS_tweeps,mention
TechEdARR,@ngssSfocus,mention
TechEdARR,@ngsnavigators,mention
TechEdARR,@GAFolIowers,mention
richbacolor,@ChurchDenise,mention
richbacolor,@mr_gilesscience,mention
richbacolor,@SMcNmara,mention
richbacolor,@apcurrdir,mention
richbacolor,@StacyVespremiCD,mention
caseyscience7,@NGSS_tweeps,mention
caseyscience7,@NASA,mention
jchumblecrofts,@ASBIndia,mention
jchumblecrofts,@OfficialNGSS,mention
jchumblecrofts,@NGSS_tweeps,mention
TeachInChucks,@ChienforSTEM,mention
TeachInChucks,@CasitaMagnet,mention
ChienforSTEM,@CasitaMagnet,mention
SMMUSD,@serratore4,mention
SMMUSD,@SMMUSD,mention
KinderKeating,@ArcadiaUnified,mention
KinderKeating,@HollyDolphins,mention
VistaNGSS,@Sci_MsTCHR,mention
VistaNGSS,@FPMS_D91,mention
KRScienceLady,@flabellinaJG,mention
KRScienceLady,@kmgill135,mention
serratore4,@SMMUSD,mention
ACHOSinfo,@NGSS_tweeps,mention
ACHOSinfo,@NASA,mention
mySciHI,@ACHOSinfo,mention
safarnum,@ngsnavigators,mention
SoDakCurious,@tjscience,mention
czem,@haschweingruber,mention
ACHOSinfo,@FriendArlene,mention
FriendArlene,@3DplanJeanane,mention
FriendArlene,@nextgenstoryli1,mention
FriendArlene,@OpenSciEd,mention
TedWillard2061,@NSTA,mention
flabellinaJG,@cascience,mention
flabellinaJG,@K12Alliance,mention
flabellinaJG,@ca_csp,mention
flabellinaJG,@CADeptEd,mention
flabellinaJG,@CCSESA,mention
TedWillard2061,@NSTA,mention
tjscience,@JenniferFine5,mention
ACHOSinfo,@tjscience,mention
FriendArlene,@eveimanz,mention
TdiShelton,@SHChemistry,mention
ACHOSinfo,@TedWillard2061,mention
JenniferFine5,@TedWillard2061,mention
JenniferFine5,@FriendArlene,mention
JenniferFine5,@mrshigginsri,mention
TdiShelton,@3DplanJeanane,mention
BK3DSci,@TedWillard2061,mention
TdiShelton,@flabellinaJG,mention
TdiShelton,@FriendArlene,mention
TdiShelton,@BK3DSci,mention
TdiShelton,@johannabrown,mention
TdiShelton,@JohnRussell82,mention
TdiShelton,@meganrelmore,mention
TdiShelton,@NSTA,mention
TdiShelton,@NSTA,mention
BK3DSci,@TedWillard2061,mention
BK3DSci,@SHChemistry,mention
BK3DSci,@johannabrown,mention
BK3DSci,@JohnRussell82,mention
BK3DSci,@meganrelmore,mention
BK3DSci,@NSTA,mention
FriendArlene,@TedWillard2061,mention
ACHOSinfo,@TedWillard2061,mention
GrxgEs3hbdaqPnt,@Daffodil0624,mention
3DplanJeanane,@kmgill135,mention
SHChemistry,@johannabrown,mention
TedWillard2061,@tjscience,mention
SoDakCurious,@tjscience,mention
fel_ski,@EBCUE,mention
fel_ski,@mdhero,mention
BK3DSci,@mnovakccl,mention
nkeigher,@BK3DSci,mention
nkeigher,@johannabrown,mention
Ag_With_AGagne,@tjscience,mention
ACHOSinfo,@BK3DSci,mention
ACHOSinfo,@JohnRussell82,mention
ACHOSinfo,@meganrelmore,mention
ACHOSinfo,@BK3DSci,mention
ACHOSinfo,@SHChemistry,mention
donder46,@SHChemistry,mention
TdiShelton,@katesor1027,mention
EBCUE,@mdhero,mention
EBCUE,@cueinc,mention
EBCUE,@SVCUE,mention
TdiShelton,@JenniferFine5,mention
ACHOSinfo,@johannabrown,mention
tjscience,@flabellinaJG,mention
ElTigreGooner,@LaBelgrana,mention
FriendArlene,@sbottasullivan,mention
donder46,@BK3DSci,mention
donder46,@JohnRussell82,mention
donder46,@meganrelmore,mention
carolynSTEMRI,@PeterJMcLaren,mention
SilsuZeta,@SilsuZeta,mention
SilsuZeta,@josefinah05,mention
ACHOSinfo,@kmgill135,mention
ACHOSinfo,@sbottasullivan,mention
TdiShelton,@SHChemistry,mention
tjscience,@BK3DSci,mention
tjscience,@JohnRussell82,mention
tjscience,@meganrelmore,mention
ACHOSinfo,@sbottasullivan,mention
TdiShelton,@3DplanJeanane,mention
tjscience,@meganrelmore,mention
BK3DSci,@JohnRussell82,mention
BK3DSci,@meganrelmore,mention
ACHOSinfo,@flabellinaJG,mention
TdiShelton,@meganrelmore,mention
TdiShelton,@meganrelmore,mention
TedWillard2061,@tjscience,mention
TedWillard2061,@MrB_EMSCats,mention
TdiShelton,@KollmanRebecca,mention
HeatherARich,@mySciHI,mention
ACHOSinfo,@tjscience,mention
SHChemistry,@kmgill135,mention
TdiShelton,@tylercbritt,mention
TdiShelton,@kmgill135,mention
